gender,age,tenure,monthly_charges,total_charges,contract_type,internet_service,payment_method,support_calls,senior_citizen,churn
Male,35,48,2554.5058317674643,122537.32383588591,Monthly,DSL,Debit Card,9,0,0
Male,67,45,830.5972537943456,37411.28037318166,Monthly,None,UPI,2,0,1
Female,31,19,1490.1064910227074,28339.108913572032,Monthly,DSL,Credit Card,6,0,1
Female,64,63,837.4113139480445,52818.06556238547,Monthly,DSL,UPI,9,0,0
Male,46,38,1013.0739050014151,38561.85812338421,Yearly,None,UPI,1,0,0
Female,29,67,1658.5768500820925,111198.289570656,Monthly,None,Debit Card,3,0,0
Female,53,59,482.89436675351084,28473.593941372957,Yearly,Fiber,Debit Card,5,0,0
Female,52,69,888.0706899018377,61316.45048229723,Yearly,Fiber,UPI,4,0,0
Female,69,13,2824.5210355292165,36672.423533664274,Monthly,DSL,UPI,8,0,1
Male,29,47,1557.5139901779203,73303.02479435895,Monthly,DSL,Debit Card,9,1,1
Male,24,61,1501.543620140255,91529.22767683092,Yearly,Fiber,UPI,3,0,1
Female,46,31,338.33131782845305,10390.29373901421,Yearly,Fiber,Debit Card,4,0,0
Female,28,22,966.9793170575336,21203.306718169377,Monthly,DSL,Cash,3,0,0
Male,50,43,2637.9895771518895,113488.72627544007,Yearly,DSL,UPI,7,0,0
Male,23,67,743.4967562984057,49803.63940729482,Yearly,Fiber,Debit Card,7,0,0
Female,64,54,1419.8373367437468,76660.71623372442,Monthly,DSL,UPI,2,1,0
Male,32,10,337.6934458409034,3467.9390423313675,Yearly,DSL,Debit Card,0,0,0
Female,49,42,1590.5058005105009,66885.17060304666,Monthly,DSL,UPI,5,0,0
Female,68,64,355.7569881607863,22730.686189851127,Monthly,Fiber,Credit Card,1,0,0
Male,28,21,2511.9457932776595,52692.67328458702,Yearly,DSL,Credit Card,1,0,0
Male,40,66,2526.1051722151797,166792.6378081886,Yearly,DSL,UPI,2,0,0
Female,43,41,2425.9039084163987,99543.26405928122,Monthly,Fiber,Credit Card,7,0,0
Female,51,24,1064.0829860060192,25546.311048704156,Monthly,DSL,UPI,2,0,0
Male,63,35,2559.5404891989087,89609.80186418522,Monthly,Fiber,UPI,6,1,1
Female,51,56,1765.0949580342271,98796.70050685518,Yearly,Fiber,Cash,9,0,0
Male,46,30,1308.2818939409067,39308.617355822906,Yearly,Fiber,Cash,9,0,0
Female,21,57,1987.390891201429,113307.70528417126,Yearly,Fiber,Credit Card,8,0,0
Male,34,47,332.3208243630098,15619.78144732106,Yearly,Fiber,Cash,7,0,1
Male,52,35,684.9943695220309,23886.82464448676,Monthly,DSL,Cash,0,0,0
Male,30,19,2303.1925530597096,43843.845500636715,Monthly,Fiber,UPI,6,0,1
Female,58,8,958.2363435336131,7688.981032345786,Monthly,None,Debit Card,6,0,0
Female,56,26,1913.624616787624,49692.778255416815,Yearly,DSL,UPI,7,0,1
Male,32,71,1338.7770276221802,95074.4461845714,Monthly,Fiber,Cash,9,0,0
Female,46,30,2606.975602758006,78244.76075358817,Monthly,Fiber,UPI,4,0,0
Male,46,7,2870.5213261909375,20098.803350673206,Monthly,DSL,Credit Card,9,0,1
Male,28,67,2684.6247665995143,179913.47970975866,Monthly,DSL,Debit Card,8,1,0
Female,69,65,1029.6739856727108,66945.09985831192,Monthly,Fiber,Cash,8,0,0
Female,49,36,823.2397464244222,29726.184787685626,Monthly,Fiber,Cash,7,0,1
Male,19,25,1579.9742127759844,39410.09473511947,Monthly,DSL,UPI,5,0,1
Female,64,37,318.80220725768675,11716.930810228321,Monthly,Fiber,UPI,5,0,0
Female,31,1,368.6853607305907,303.41968812145865,Monthly,None,UPI,0,0,1
Male,37,15,1792.8847269821001,26931.305118852368,Monthly,DSL,UPI,5,0,0
Male,39,37,1704.213391246272,63085.01465066203,Monthly,Fiber,Cash,3,1,0
Female,28,13,2984.371370395202,38875.23958717957,Yearly,Fiber,UPI,3,1,1
Male,44,8,843.9729554821469,6798.359134433955,Monthly,Fiber,Cash,1,0,1
Male,20,5,995.8806087332647,4981.074141179241,Yearly,DSL,UPI,3,0,0
Female,34,60,605.559734280974,36431.950415351166,Yearly,Fiber,Debit Card,4,0,1
Male,61,1,2776.3661260651106,2729.5877172989703,Monthly,Fiber,Debit Card,4,0,1
Male,45,36,2399.090360037817,86433.89129331849,Monthly,DSL,UPI,4,0,1
Female,46,35,2519.315600933488,88161.40410711087,Yearly,Fiber,UPI,3,0,0
Female,38,66,2736.4622275041734,180636.2540430506,Yearly,DSL,Credit Card,0,0,0
Male,64,63,1716.2299641597633,108167.94143615557,Yearly,DSL,Debit Card,9,0,0
Male,33,23,1517.221616916954,34922.848006528,Yearly,DSL,Cash,7,0,1
Female,54,9,1191.0569788971645,10647.6142706962,Monthly,None,Debit Card,2,0,0
Female,37,34,1889.87945873921,64244.491799282725,Monthly,DSL,Cash,1,0,0
Female,23,46,1525.5516713325208,70187.66455688259,Monthly,Fiber,UPI,8,0,0
Female,36,4,1518.2270838350528,6142.717087175931,Monthly,Fiber,Debit Card,6,0,1
Male,22,30,2828.705232074075,84849.88611198196,Monthly,Fiber,Debit Card,8,0,0
Female,20,3,2955.8850885536513,8951.404726621804,Yearly,DSL,Credit Card,1,0,0
Female,18,14,2449.5078511898682,34281.1847612632,Monthly,Fiber,Credit Card,8,0,1
Male,55,60,2342.2468436667064,140544.566591855,Monthly,None,Debit Card,9,0,1
Female,32,45,2136.507036803574,96202.0737927494,Yearly,DSL,Debit Card,8,0,0
Male,51,34,747.402101300487,25428.284981100987,Yearly,Fiber,Debit Card,8,0,0
Female,52,45,458.5857163642672,20728.40085086859,Monthly,DSL,Cash,9,0,0
Female,66,61,2163.9610508058104,132033.69126525725,Yearly,Fiber,UPI,9,0,0
Female,42,16,2266.7228000927553,36272.1066922976,Yearly,DSL,Credit Card,3,1,0
Male,41,66,425.82707596497744,28009.30540724467,Monthly,DSL,UPI,9,0,1
Male,29,40,2804.7397256178897,112172.33560423166,Monthly,Fiber,Credit Card,2,1,1
Female,35,17,545.0797265006294,9226.20503436273,Monthly,Fiber,Credit Card,5,0,0
Male,32,34,1070.9314411822465,36461.29013377388,Monthly,None,Credit Card,2,0,0
Male,61,16,2114.4524945565017,33772.89544793474,Monthly,DSL,Debit Card,8,0,1
Male,33,60,757.6560048920861,45400.404310983984,Yearly,None,Credit Card,2,0,0
Male,44,66,448.62289879406,29547.015129055435,Yearly,Fiber,UPI,1,0,0
Male,25,66,1193.0955207432044,78669.42749168274,Yearly,Fiber,Credit Card,7,0,1
Male,63,13,2367.1232521089837,30734.803678150965,Yearly,Fiber,UPI,5,0,1
Female,42,56,1415.932433260203,79369.40068546006,Yearly,DSL,Credit Card,7,0,0
Female,34,31,2062.026889151436,63977.81925815571,Monthly,Fiber,Credit Card,6,0,1
Male,46,34,1863.971562515969,63422.083368804306,Monthly,Fiber,Debit Card,2,0,0
Female,25,39,358.9899014690671,14060.07351842361,Yearly,DSL,UPI,7,1,0
Female,32,67,2968.057965023408,198813.76723443426,Monthly,DSL,Credit Card,9,0,0
Female,44,8,410.8558398123469,3364.3350566492727,Monthly,Fiber,Credit Card,0,0,0
Female,63,55,2912.0673916509095,160091.16721582835,Monthly,DSL,UPI,0,0,0
Male,67,27,1783.633281583875,48125.36774810775,Yearly,DSL,Credit Card,9,0,1
Female,69,53,2899.5293730756794,153692.4063968045,Monthly,Fiber,Cash,7,0,1
Female,24,39,608.8347184173557,23665.13503594527,Yearly,Fiber,Debit Card,8,1,0
Male,20,65,1623.1030018008857,105547.72115461287,Monthly,Fiber,UPI,9,0,1
Male,46,17,756.6610480383583,12840.687026292788,Yearly,DSL,Debit Card,5,1,0
Female,61,30,436.63216796059453,13155.846171939516,Monthly,DSL,Cash,4,0,0
Female,41,53,1966.3286106682413,104213.99562253371,Yearly,Fiber,Cash,1,0,0
Female,20,13,860.0152365965669,11116.372980640435,Monthly,Fiber,Cash,8,0,1
Female,37,21,1885.781949376374,39648.37329917493,Yearly,None,UPI,5,0,1
Female,63,19,602.3841012622612,11395.726715150751,Monthly,None,Cash,7,1,0
Female,32,53,1195.3634728682973,63352.42612227336,Monthly,DSL,UPI,8,0,0
Male,42,19,2409.4079067437674,45693.856881962965,Monthly,None,UPI,8,0,1
Female,47,57,1479.0391089739067,84328.80254239509,Monthly,DSL,Credit Card,7,0,0
Female,31,25,1993.9126202228083,49880.987058813465,Monthly,DSL,UPI,9,0,1
Male,24,31,2047.1364400129742,63436.964482396754,Monthly,Fiber,Cash,7,0,0
Male,34,55,2577.1386187656926,141833.5085881773,Yearly,Fiber,UPI,2,0,1
Male,61,23,1176.2915448979315,27129.539316948838,Yearly,Fiber,UPI,2,0,0
Male,37,32,2154.6980189727974,68991.92479027751,Monthly,DSL,Debit Card,1,0,0
Female,53,62,2895.362679024647,179555.21651442687,Yearly,None,Cash,0,0,0
Female,26,10,2270.6570027662437,22657.050370650868,Monthly,DSL,UPI,3,0,1
Female,55,54,1621.6502871379103,87600.47855166486,Monthly,Fiber,Credit Card,1,0,1
Female,65,52,2001.9371001282088,104040.37045971396,Monthly,Fiber,UPI,1,1,0
Female,39,20,2296.143823960392,45851.67712399181,Monthly,Fiber,UPI,4,0,1
Female,19,32,1952.1445673734556,62568.519734791094,Monthly,Fiber,Debit Card,3,0,1
Male,41,14,344.02469642256574,4840.820936210555,Yearly,DSL,Cash,0,1,1
Female,25,50,824.8884437555098,41230.61976230693,Monthly,None,Cash,8,0,0
Male,28,28,2487.2641864817583,69601.03012606602,Monthly,Fiber,Credit Card,3,0,1
Male,30,53,1035.1567477437086,54884.091719149,Monthly,Fiber,Credit Card,4,0,0
Female,34,24,2274.2177228150613,54491.14404920549,Yearly,DSL,Credit Card,6,0,0
Male,25,22,1303.7245811525863,28600.87698345786,Monthly,Fiber,UPI,1,0,0
Female,38,30,1708.0876860264466,51149.201920341475,Yearly,None,UPI,7,0,1
Male,35,63,482.52790951239,30399.0922659331,Yearly,Fiber,Credit Card,1,0,0
Female,47,4,788.3090148342158,3173.3573851742995,Yearly,Fiber,Cash,9,0,0
Male,35,59,2883.4318015019335,170034.97224088563,Yearly,Fiber,Cash,4,0,0
Female,63,8,2702.3727443066678,21663.226847953127,Monthly,Fiber,Credit Card,1,0,1
Female,64,12,2060.1427994274354,24667.792607432137,Yearly,DSL,Debit Card,1,0,0
Female,48,31,1540.040412941491,47778.2930919402,Monthly,Fiber,Cash,3,0,0
Female,55,34,2123.5554908171043,72297.26611578859,Yearly,Fiber,Cash,3,0,0
Female,49,49,1969.2477805536353,96531.3624211389,Yearly,DSL,Credit Card,7,0,0
Male,28,57,1834.0910901324526,104619.83074813451,Yearly,Fiber,Cash,5,0,0
Male,62,26,458.7780940315629,12017.870146169247,Monthly,Fiber,UPI,9,1,0
Male,42,18,2007.5670487860687,36133.557087819696,Monthly,DSL,UPI,7,1,1
Female,50,38,2375.0841203421546,90293.66156888581,Yearly,DSL,Cash,6,0,0
Male,55,50,2983.020467543054,149221.4172278639,Monthly,None,UPI,9,0,0
Female,58,8,328.9120920046361,2602.618518611966,Monthly,Fiber,Debit Card,3,0,1
Female,25,41,2270.468323938827,93041.48074480398,Monthly,Fiber,Cash,1,1,0
Male,28,6,1842.8311530271474,11146.306632718552,Yearly,Fiber,Credit Card,8,0,1
Male,39,69,1470.9408754185831,101540.181103956,Monthly,Fiber,UPI,1,0,1
Female,68,44,643.4394713427014,28255.273165754028,Monthly,DSL,Debit Card,0,0,0
Male,41,64,1403.5299013141657,89815.73036264183,Monthly,DSL,Debit Card,7,0,0
Female,58,29,1255.8183940625654,36478.02378172196,Monthly,DSL,UPI,9,0,0
Female,34,28,1116.640700242604,31275.3522049766,Yearly,Fiber,Debit Card,8,0,0
Female,29,11,2272.374982969961,25026.11523230275,Yearly,DSL,Cash,0,0,0
Female,63,65,2190.9589074675123,142463.0826257973,Yearly,None,Debit Card,6,0,1
Female,49,19,1889.3542456484613,35922.13250508256,Monthly,Fiber,UPI,1,0,0
Male,32,9,2833.3949958921053,25508.570827413387,Yearly,DSL,Debit Card,5,0,0
Male,33,27,1243.606837288307,33627.30746366185,Monthly,None,UPI,4,0,0
Female,39,34,957.2652318174847,32592.53048888092,Monthly,DSL,UPI,0,0,0
Female,45,44,2069.9389453656786,91103.2880761265,Monthly,DSL,Debit Card,1,0,1
Male,37,68,835.797964530988,56806.219470783566,Monthly,Fiber,UPI,1,0,0
Male,50,15,1149.5283693952465,17224.08795936875,Monthly,Fiber,UPI,9,0,0
Female,27,51,905.426588202189,46270.843708088454,Monthly,Fiber,Credit Card,9,0,1
Male,57,13,485.7146328399533,6236.767413377698,Monthly,DSL,Cash,5,0,0
Female,49,49,2533.246602416318,124082.78450185017,Monthly,Fiber,UPI,0,0,0
Male,67,70,986.2594658884851,69036.64296403484,Yearly,DSL,Cash,3,0,0
Female,50,56,1576.1742590261558,88333.10444269348,Monthly,DSL,Credit Card,9,0,0
Male,19,51,415.95123778664225,21146.248259864704,Yearly,DSL,Credit Card,4,0,0
Female,50,37,2187.2165588821363,80882.40360226396,Monthly,Fiber,Credit Card,1,0,0
Male,50,17,1191.5147062269853,20168.909649417797,Yearly,Fiber,Credit Card,1,0,0
Male,58,58,2309.7891651388672,134008.96863126446,Yearly,DSL,Cash,6,0,1
Female,30,29,1412.4882632632384,40909.80152172904,Yearly,DSL,Debit Card,6,0,1
Male,47,33,827.5401372951865,27286.55948087534,Yearly,DSL,Debit Card,5,0,0
Female,50,60,1684.572722161497,101063.10361909575,Monthly,Fiber,Cash,0,0,0
Male,30,55,651.3623110210874,35903.189893281095,Monthly,DSL,UPI,2,0,0
Female,69,10,1488.4557316570858,14866.823374637106,Monthly,DSL,Cash,8,0,1
Male,43,47,1155.7247890353137,54248.11008864279,Monthly,DSL,UPI,9,1,1
Female,39,23,2761.2908773390095,63514.55316646524,Monthly,DSL,UPI,0,1,0
Male,56,21,463.50754864594387,9826.250120494547,Yearly,DSL,Debit Card,1,0,0
Female,19,13,2172.847018085504,28268.54836332171,Monthly,Fiber,Credit Card,7,0,0
Male,55,33,792.4281481660769,26246.80633357265,Monthly,Fiber,Debit Card,6,0,0
Female,56,24,1160.4217006970475,27918.342278516913,Yearly,DSL,Debit Card,8,0,0
Female,43,11,1420.887970267578,15536.96082418604,Yearly,Fiber,Cash,9,0,0
Female,63,17,2750.6407413124302,46792.572521386726,Yearly,DSL,Cash,3,0,0
Male,67,68,953.9613183993279,64826.72302666587,Yearly,DSL,UPI,3,1,0
Female,32,47,545.5337668706096,25652.010414047596,Monthly,None,Cash,6,0,0
Male,51,25,1159.4619307744138,28942.41730754659,Monthly,DSL,UPI,0,0,0
Female,59,21,581.62512044594,12183.901612685797,Yearly,Fiber,UPI,9,0,0
Male,61,12,646.2105120934918,7839.159887472738,Yearly,Fiber,Credit Card,8,0,1
Female,66,37,1848.3966145325721,68332.00337468351,Yearly,DSL,Credit Card,1,1,0
Male,57,42,463.435219368632,19539.10103708771,Monthly,Fiber,Debit Card,0,0,0
Male,28,17,382.5133797626283,6408.81901757878,Yearly,DSL,Credit Card,6,0,0
Female,20,48,2227.9180739703443,106858.24285825045,Monthly,DSL,UPI,5,0,1
Male,23,28,1275.4471560708203,35783.455378259816,Monthly,Fiber,Cash,2,0,0
Male,26,41,637.5134429314578,26164.16236637161,Monthly,Fiber,Credit Card,0,0,1
Female,23,47,983.7544813212122,46285.90784970488,Monthly,DSL,Credit Card,4,0,0
Male,26,18,2032.6335698514774,36529.28779149096,Monthly,None,Credit Card,9,0,1
Male,56,71,1042.948731280298,74056.77661201918,Monthly,Fiber,Credit Card,3,0,0
Male,48,13,1634.2070378251015,21292.13533644058,Monthly,None,UPI,4,0,1
Female,49,13,627.5773281620152,8183.96809350825,Monthly,DSL,UPI,0,0,0
Male,58,31,1886.852821534707,58486.77722095416,Yearly,None,Debit Card,0,1,0
Female,67,2,1152.409746376813,2396.776250041169,Yearly,Fiber,Cash,4,0,0
Male,29,16,1991.8147732275347,31904.267838331245,Monthly,Fiber,Debit Card,5,0,0
Male,25,9,2481.6661822208616,22416.545800036005,Monthly,DSL,Debit Card,4,1,1
Male,25,38,1950.4453323529794,74162.87673172796,Yearly,None,Credit Card,1,1,0
Female,67,54,1097.5184190065556,59313.08733207354,Monthly,Fiber,Cash,8,0,1
Male,45,56,989.5079941804111,55328.45132805456,Monthly,DSL,Credit Card,4,0,0
Male,37,45,1183.0365885803096,53208.53941048472,Monthly,None,UPI,4,0,0
Female,64,34,743.4753857385631,25349.836996455077,Yearly,Fiber,Debit Card,9,0,0
Male,24,9,788.1639972950543,7039.99674808524,Monthly,DSL,Cash,8,0,0
Female,28,8,2433.8659751304535,19394.028974274923,Monthly,None,UPI,2,0,0
Female,37,7,1337.7779565701014,9329.666907318468,Monthly,Fiber,Debit Card,4,0,0
Male,33,36,1476.1869875405819,53086.81912843947,Monthly,Fiber,Cash,4,0,0
Female,21,18,1902.9335570303901,34337.86166550565,Monthly,DSL,Debit Card,1,1,0
Male,23,3,1891.0644369091785,5746.786639127961,Monthly,Fiber,Cash,3,0,1
Female,39,28,480.9175531091995,13465.628133114167,Monthly,Fiber,Debit Card,1,0,0
Female,43,70,2544.160123111697,178003.47739271555,Yearly,None,Credit Card,4,0,0
Male,20,44,777.7816937046364,34265.30699222263,Yearly,DSL,Debit Card,9,1,0
Female,58,21,2251.293417334106,47301.84411028348,Yearly,DSL,Debit Card,1,0,0
Female,59,28,2385.2116679460496,66880.0376366351,Yearly,DSL,Cash,9,0,1
Female,31,54,2229.2287420465473,120390.14271856763,Monthly,Fiber,Cash,8,1,1
Female,28,54,1862.239645696192,100528.21961227496,Yearly,Fiber,Credit Card,9,0,1
Female,35,65,338.4442921939837,22002.683331324653,Monthly,Fiber,Cash,5,0,0
Male,29,21,1272.0138293805608,26808.143075272677,Monthly,Fiber,Debit Card,7,1,1
Female,40,13,1932.0664592789692,25156.136457133205,Yearly,DSL,Cash,8,1,0
Male,29,57,1345.1184989908545,76706.14967006411,Yearly,DSL,Cash,7,0,0
Female,30,49,2630.395716264595,128837.52641491033,Yearly,DSL,Cash,4,0,0
Male,42,54,1132.7661434439615,61218.09224948604,Monthly,Fiber,Credit Card,4,0,0
Male,62,10,1091.543939638383,10965.493762278185,Yearly,Fiber,Credit Card,5,0,0
Female,68,53,1017.1937713501766,53874.72767831454,Yearly,DSL,UPI,0,0,0
Female,36,44,1197.5083461941479,52687.10999902065,Monthly,DSL,Credit Card,7,0,0
Female,63,47,1803.9934036483053,84746.61063805844,Monthly,Fiber,Credit Card,1,0,1
Male,53,53,2207.9412945359954,116972.62962447261,Monthly,DSL,Credit Card,5,0,0
Female,62,46,2087.93337789472,95950.11459720701,Yearly,Fiber,Debit Card,8,0,0
Male,25,13,2479.838113949995,32194.937830280604,Monthly,Fiber,UPI,2,0,0
Male,46,37,2690.967787843047,99576.6021401684,Monthly,DSL,Debit Card,1,0,0
Male,49,24,2502.4134143270485,59958.24218135897,Monthly,Fiber,Credit Card,9,0,0
Female,68,2,350.15258911075733,656.9489949834482,Monthly,DSL,Credit Card,4,0,0
Female,61,14,2285.97847459037,32079.980710729826,Yearly,Fiber,UPI,8,0,0
Male,35,10,861.6788487694954,8635.518204716425,Monthly,Fiber,UPI,5,0,0
Male,23,35,657.9057153115532,23048.27260072056,Yearly,Fiber,Cash,7,0,0
Female,35,25,2022.919718957666,50553.66583494692,Yearly,None,Credit Card,7,0,1
Male,36,3,1162.3066276007762,3522.2143115008107,Yearly,DSL,Credit Card,6,0,1
Female,39,17,453.2163411001968,7642.664351949417,Monthly,None,Debit Card,4,0,0
Male,54,12,670.6002828755757,8110.952756583746,Monthly,DSL,Cash,1,0,1
Female,49,54,301.50942554889485,16204.846803627503,Monthly,DSL,Credit Card,9,0,1
Male,58,24,2737.70379383071,65736.09132286767,Monthly,Fiber,Debit Card,9,1,1
Female,20,29,365.4685563713442,10566.817999932919,Monthly,Fiber,UPI,4,0,0
Male,45,43,864.5305776756799,37224.31743417073,Yearly,Fiber,Debit Card,6,0,0
Female,27,25,1422.9095078573498,35582.69060668695,Monthly,Fiber,Credit Card,6,0,1
Female,68,60,1261.7425800672115,75695.02541172843,Monthly,DSL,Debit Card,1,0,0
Male,52,65,2760.6598676644944,179376.7758786108,Monthly,Fiber,Debit Card,6,0,0
Male,46,28,407.7801534832637,11445.208590388253,Monthly,Fiber,Cash,5,0,0
Female,32,16,1681.9797107280392,27006.62934033271,Yearly,Fiber,Cash,6,0,0
Male,50,47,2136.29454881581,100470.96447932447,Monthly,Fiber,UPI,7,0,1
Female,24,58,2814.584528939156,163157.90431698883,Monthly,DSL,Cash,3,0,1
Male,29,27,1974.0023807340467,53273.310155491505,Yearly,None,Debit Card,0,0,0
Female,66,53,2469.1391372317594,130949.49087512131,Monthly,Fiber,Cash,7,0,1
Female,47,42,525.0573321824406,22053.01670117391,Monthly,Fiber,Credit Card,7,0,1
Female,38,59,1341.0366795297039,79153.58645741416,Monthly,Fiber,Debit Card,2,0,0
Female,48,47,1308.657263093482,61589.411234511936,Monthly,None,Debit Card,2,0,1
Female,41,34,2691.9781844304375,91602.01720871885,Monthly,Fiber,Debit Card,4,0,1
Female,37,37,707.7021624108423,26185.34408430927,Monthly,DSL,Credit Card,2,1,1
Male,54,6,709.0926653089017,4242.085252384931,Yearly,DSL,Debit Card,4,0,0
Male,21,7,1186.1070046916557,8270.687556537507,Monthly,Fiber,Cash,7,0,1
Male,45,25,446.05832789046144,11195.262085894114,Yearly,Fiber,Credit Card,0,0,0
Female,61,33,791.6367097617231,26081.40878203117,Yearly,Fiber,Debit Card,1,0,0
Female,37,55,2905.066024073485,159728.60884532786,Monthly,None,Cash,1,0,0
Female,41,58,1455.0966376413667,84366.85496212002,Monthly,DSL,Cash,3,0,1
Female,67,7,2005.4518627405782,13973.606050559807,Monthly,DSL,UPI,8,1,1
Male,66,57,2259.5004002305195,128830.54677632877,Yearly,DSL,Cash,1,0,1
Male,68,12,1289.7957989194413,15500.797716899418,Monthly,DSL,Cash,8,0,0
Female,49,16,696.5131009083958,11140.785321357502,Yearly,DSL,UPI,6,0,0
Male,58,43,856.7687437988083,36819.12113920107,Monthly,Fiber,UPI,9,0,0
Male,53,7,1144.819486767648,8095.5489159528815,Yearly,Fiber,Credit Card,7,0,1
Female,51,51,2016.3847349510092,102741.4462394993,Monthly,Fiber,Cash,0,0,1
Male,53,32,1374.3574825404469,44033.26098999576,Monthly,DSL,Credit Card,4,0,1
Female,19,8,317.3996843303459,2619.579388992545,Monthly,Fiber,Credit Card,8,0,1
Male,32,45,1712.199399682174,77038.24390158382,Monthly,DSL,Debit Card,3,0,0
Female,51,59,2787.0861581500285,164448.2214291458,Monthly,Fiber,Credit Card,1,0,0
Female,53,4,2491.6095497234332,10055.33093647014,Yearly,None,Credit Card,5,0,0
Female,23,67,2527.070702401004,169256.19256392436,Yearly,Fiber,Credit Card,1,0,0
Female,56,29,2445.656647536554,70928.069748117,Yearly,Fiber,Credit Card,2,1,0
Male,59,29,1173.073229148144,34014.06787072182,Monthly,None,UPI,7,0,1
Female,68,28,2365.0233511368583,66172.33236140611,Monthly,Fiber,Cash,2,1,0
Female,68,44,685.5356660902211,30227.287954044346,Monthly,None,Debit Card,1,0,1
Female,29,4,2074.8335976450744,8379.254509532944,Monthly,Fiber,UPI,5,0,1
Male,20,9,2031.235130049485,18337.502686403008,Monthly,Fiber,Debit Card,2,0,1
Female,62,5,368.0384575422836,1779.2640798811397,Monthly,DSL,Debit Card,0,1,1
Male,35,56,2426.5193606955154,135802.43392604915,Monthly,None,UPI,2,0,0
Female,57,50,2737.7698837568523,136909.5830849037,Monthly,Fiber,Credit Card,5,0,0
Male,38,15,1021.0212518746907,15226.737730222338,Monthly,None,UPI,2,0,0
Male,32,32,2492.4549553026072,79793.12374739505,Yearly,DSL,Debit Card,8,1,1
Female,50,28,521.4961240272602,14607.976316828734,Monthly,DSL,Debit Card,6,1,0
Male,52,22,1918.9132173048783,42248.647927256054,Yearly,Fiber,Credit Card,4,1,0
Female,43,17,1610.2465364025484,27392.225273573273,Yearly,Fiber,UPI,1,1,0
Female,25,59,1772.9935399343,104591.15937002914,Monthly,None,Cash,8,0,0
Female,53,71,2799.754045087732,198722.712637257,Monthly,None,Debit Card,4,0,1
Male,65,57,2651.5511675665043,151099.55697845283,Monthly,DSL,UPI,6,0,0
Male,47,26,2418.725874547344,62891.77285307474,Yearly,Fiber,Credit Card,8,0,0
Female,40,25,1037.9858357316016,25980.01951201956,Monthly,Fiber,Credit Card,3,0,0
Female,59,10,2760.9102974524476,27664.99957790138,Yearly,DSL,Cash,8,1,1
Male,61,45,562.2707696524632,25355.618778050655,Monthly,Fiber,Debit Card,0,0,0
Female,31,11,2602.9888847087273,28727.415480448217,Yearly,Fiber,Cash,5,0,0
Female,31,53,1185.032195354741,62763.87464353395,Yearly,Fiber,Cash,1,1,0
Female,19,68,444.18524148735514,30118.81856278284,Monthly,DSL,Cash,7,0,0
Male,54,28,2106.2638574500206,58944.51939570895,Monthly,Fiber,Cash,4,0,0
Male,22,65,923.4558064530797,60073.286314494995,Monthly,DSL,Credit Card,2,0,0
Male,55,49,956.6420398345061,46863.08228209746,Monthly,DSL,Debit Card,1,0,0
Female,62,47,1125.327348817683,52953.94308054899,Monthly,DSL,Cash,7,0,0
Female,58,52,470.9488722567952,24499.206630390552,Yearly,Fiber,Debit Card,6,0,0
Female,64,54,777.2432893352859,42057.09596863154,Monthly,Fiber,Credit Card,8,0,0
Male,31,60,312.87699448101284,18862.192357260585,Yearly,DSL,Credit Card,7,1,1
Female,56,57,1501.6057069856245,85505.38619938435,Yearly,DSL,UPI,3,0,0
Female,42,47,526.4895190285224,24736.290082283038,Monthly,DSL,UPI,1,0,0
Female,37,31,2142.1620336193373,66428.96085444938,Yearly,None,Debit Card,1,1,1
Female,19,46,935.1816982174506,42969.532626165164,Monthly,DSL,UPI,1,0,0
Male,56,26,2846.6501888949783,73994.32026714523,Yearly,DSL,Cash,5,0,0
Male,23,5,2651.379393976362,13292.433278105349,Monthly,Fiber,Debit Card,6,0,1
Female,34,52,1080.4904164141622,56130.84849891611,Monthly,Fiber,Credit Card,5,0,0
Male,42,54,2413.6817275730327,130359.20955953866,Monthly,DSL,Credit Card,1,0,0
Male,45,33,2467.761242594977,81475.6105712671,Monthly,Fiber,Cash,3,0,0
Female,19,50,2962.720408108908,148054.11966766458,Monthly,DSL,UPI,2,0,1
Female,52,38,1913.1679644833494,72699.88851357276,Monthly,Fiber,Debit Card,3,0,0
Male,54,27,520.307483537888,14000.918061507813,Monthly,DSL,Debit Card,4,0,0
Female,22,15,2045.4605181012287,30726.78504271804,Yearly,DSL,Cash,6,0,1
Male,18,61,1986.445320615295,121111.07565924039,Monthly,DSL,UPI,8,0,0
Female,57,21,2022.5465590351657,42551.9253228461,Monthly,None,Debit Card,1,1,0
Male,29,46,1128.2932498813711,51887.67776184674,Yearly,Fiber,Cash,7,0,1
Female,53,69,2620.134879716899,180728.90730652754,Yearly,Fiber,Debit Card,2,0,0
Male,62,6,2889.574893979612,17325.05372314774,Yearly,Fiber,Credit Card,8,0,0
Male,40,38,886.8237850410092,33681.05258412005,Monthly,None,Debit Card,9,0,0
Male,64,62,537.01082696894,33280.45506397302,Monthly,DSL,Debit Card,3,0,0
Female,48,62,824.2445895549071,51120.27681110373,Monthly,DSL,Debit Card,2,0,0
Male,28,46,2514.490775990441,115670.81044054299,Monthly,Fiber,UPI,9,0,0
Male,27,13,2125.940514013588,27567.182108512825,Yearly,DSL,UPI,5,0,0
Female,20,3,2016.327824315642,5962.099287476253,Monthly,Fiber,Cash,9,0,1
Female,31,6,1383.8414647954462,8348.931878517986,Yearly,DSL,UPI,8,0,1
